antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric,antecedent_count,consequent_count
"frozenset({'leadership', 'inventory management', 'communication'})",frozenset({'customer service'}),0.012371615312791783,0.21763149704326176,0.010659819483348895,0.8616352201257862,3.959147604239043,0.007967366321982678,5.654390544096428,0.7567830075891017,3,1
frozenset({'inclusion'}),frozenset({'diversity'}),0.026221599751011515,0.0291005291005291,0.022486772486772486,0.857566765578635,29.469112489884004,0.02172371006015575,6.816523368606701,0.9920800921247446,1,1
frozenset({'dental insurance'}),frozenset({'vision insurance'}),0.024198568316215373,0.025676937441643323,0.020697167755991286,0.8553054662379422,33.31026015784859,0.02007582263115849,6.733654943458871,0.994033405018007,1,1
frozenset({'dental benefits'}),frozenset({'medical benefits'}),0.011982570806100218,0.012449424214130096,0.010192966075319016,0.8506493506493507,68.32840909090909,0.010043789968178023,6.612295159609738,0.9973151990035096,1,1
frozenset({'merchandising'}),frozenset({'customer service'}),0.030501089324618737,0.21763149704326176,0.025910364145658265,0.8494897959183674,3.9033403136013076,0.01927236641449124,5.198109375576974,0.7672099065357492,1,1
"frozenset({'leadership', 'problemsolving', 'teamwork'})",frozenset({'communication'}),0.01750700280112045,0.2862589480236539,0.014861500155617803,0.8488888888888889,2.965458004892634,0.0098499639507219,4.723286373372879,0.6745940822396286,3,1
"frozenset({'leadership', 'customer service', 'teamwork'})",frozenset({'communication'}),0.021942110177404293,0.2862589480236539,0.018596327419856833,0.847517730496454,2.9606680816364297,0.01231520204305397,4.680813410635574,0.6770952956331573,3,1
"frozenset({'teamwork', 'sales', 'communication'})",frozenset({'customer service'}),0.020230314347961405,0.21763149704326176,0.017117958294428883,0.8461538461538463,3.8880118808613626,0.012715204697226264,5.085395269218802,0.758136479149821,3,1
frozenset({'walking'}),frozenset({'standing'}),0.01455026455026455,0.01906318082788671,0.012293806411453471,0.8449197860962568,44.32207792207793,0.012016432087238188,6.3253512132822545,0.9918698496304477,1,1
"frozenset({'leadership', 'time management', 'customer service'})",frozenset({'communication'}),0.014939309056956116,0.2862589480236539,0.012605042016806723,0.84375,2.9475061157923346,0.00832853112196222,4.567942732648615,0.670750687496343,3,1
"frozenset({'problemsolving', 'customer service', 'teamwork'})",frozenset({'communication'}),0.025988173046996577,0.2862589480236539,0.021708683473389355,0.8353293413173652,2.918089887091812,0.014269336395899439,4.33435475200181,0.6748481469837556,3,1
"frozenset({'sales', 'teamwork'})",frozenset({'customer service'}),0.025521319638966696,0.21763149704326176,0.021241830065359478,0.8323170731707318,3.8244329726100266,0.01568758706581156,4.66576125399655,0.7578650456325321,2,1
"frozenset({'leadership', 'time management', 'teamwork'})",frozenset({'communication'}),0.016184251478369126,0.2862589480236539,0.013383131030189854,0.8269230769230769,2.8887239425429145,0.008750244227441643,4.123837189196665,0.6645821531308167,3,1
"frozenset({'sales', 'problemsolving'})",frozenset({'communication'}),0.01478369125427949,0.2862589480236539,0.012215997510115158,0.8263157894736842,2.8866024806512067,0.007984033603758618,4.10941817804563,0.6633791665115643,2,1
frozenset({'medical benefits'}),frozenset({'dental benefits'}),0.012449424214130096,0.011982570806100218,0.010192966075319016,0.81875,68.32840909090909,0.010043789968178023,5.451130643828412,0.997786668527148,1,1
"frozenset({'leadership', 'training', 'teamwork'})",frozenset({'communication'}),0.014161220043572984,0.2862589480236539,0.011593526299408652,0.8186813186813187,2.8599326740125868,0.007539750347003967,3.936390044233181,0.6596833401312617,3,1
"frozenset({'leadership', 'problemsolving'})",frozenset({'communication'}),0.03159041394335512,0.2862589480236539,0.025754746342981638,0.8152709359605912,2.84801904565521,0.016711707679925032,3.8637182280319546,0.6700457760000543,2,1
"frozenset({'time management', 'problemsolving', 'customer service'})",frozenset({'communication'}),0.015873015873015872,0.2862589480236539,0.012838468720821661,0.8088235294117647,2.8254960587116065,0.008294675895049376,3.7334147334147336,0.6565004887585532,3,1
frozenset({'vision insurance'}),frozenset({'dental insurance'}),0.025676937441643323,0.024198568316215373,0.020697167755991286,0.8060606060606061,33.31026015784859,0.02007582263115849,5.031476132119517,0.9955416812275056,1,1
"frozenset({'sales', 'customer service', 'teamwork'})",frozenset({'communication'}),0.021241830065359478,0.2862589480236539,0.017117958294428883,0.8058608058608059,2.8151462562987435,0.011037294365821855,3.6764397582932546,0.6587721960843831,3,1
"frozenset({'high school diploma', 'teamwork'})",frozenset({'customer service'}),0.01353874883286648,0.21763149704326176,0.010893246187363835,0.8045977011494253,3.6970645889068336,0.00794678801077439,4.00388586807272,0.7395274153201271,2,1
"frozenset({'problemsolving', 'teamwork'})",frozenset({'communication'}),0.04894179894179894,0.2862589480236539,0.03929349517584812,0.8028616852146264,2.804669306436091,0.025283467296383574,3.620509045912272,0.676563984632121,2,1
"frozenset({'leadership', 'problem solving'})",frozenset({'communication'}),0.03439153439153439,0.2862589480236539,0.027544351073762838,0.8009049773755657,2.797833859535409,0.01769946661792289,3.584926647426648,0.6654670691122979,2,1
"frozenset({'leadership', 'inventory management', 'customer service'})",frozenset({'communication'}),0.013383131030189854,0.2862589480236539,0.010659819483348895,0.7965116279069767,2.782486393547286,0.006828778473384027,3.5075274554266147,0.6492988556033985,3,1
"frozenset({'leadership', 'teamwork'})",frozenset({'communication'}),0.04855275443510738,0.2862589480236539,0.03867102396514161,0.7964743589743589,2.782356200472536,0.02477236355689698,3.506885168765668,0.6732820870265757,2,1
frozenset({'retail'}),frozenset({'customer service'}),0.017896047307812014,0.21763149704326176,0.014239028944911298,0.7956521739130434,3.655960578881099,0.010344285378155134,3.828611822979782,0.7397119956221809,1,1
"frozenset({'time management', 'problemsolving', 'teamwork'})",frozenset({'communication'}),0.018907563025210083,0.2862589480236539,0.015017117958294428,0.7942386831275721,2.774546223309474,0.009604658857006855,3.4687815126050427,0.6519066691815247,3,1
"frozenset({'sales', 'teamwork'})",frozenset({'communication'}),0.025521319638966696,0.2862589480236539,0.020230314347961405,0.7926829268292683,2.769111436697406,0.01292460823593538,3.4427509565917878,0.6556052379431491,2,1
"frozenset({'leadership', 'sales', 'customer service'})",frozenset({'communication'}),0.013383131030189854,0.2862589480236539,0.010582010582010581,0.7906976744186046,2.7621762738863564,0.006750969572045714,3.4100961372203193,0.6466204305065874,3,1
"frozenset({'teamwork', 'attention detail', 'problem solving'})",frozenset({'communication'}),0.014005602240896359,0.2862589480236539,0.01104886399004046,0.7888888888888889,2.7558575699918455,0.007039635026123738,3.3808786672563755,0.6461867797695262,3,1
"frozenset({'leadership', 'time management'})",frozenset({'communication'}),0.02933395580454404,0.2862589480236539,0.023109243697478993,0.7877984084880637,2.7520481505541166,0.01471213636749786,3.3635047074385316,0.6558736327874605,2,1
"frozenset({'problemsolving', 'adaptability'})",frozenset({'communication'}),0.014628073451602863,0.2862589480236539,0.011515717398070339,0.7872340425531915,2.7500766281309095,0.007328300480201763,3.354582944288827,0.6458208840552492,2,1
"frozenset({'problem solving', 'adaptability'})",frozenset({'communication'}),0.013616557734204794,0.2862589480236539,0.010659819483348895,0.7828571428571428,2.734786626800761,0.006761957990652082,3.2869653709436983,0.6430975345314722,2,1
"frozenset({'leadership', 'inventory management'})",frozenset({'customer service'}),0.017117958294428883,0.21763149704326176,0.013383131030189854,0.7818181818181817,3.5923944485975228,0.009657724140249176,3.5858556385517155,0.7342021738810257,2,1
"frozenset({'problemsolving', 'training'})",frozenset({'communication'}),0.014939309056956116,0.2862589480236539,0.011671335200746966,0.78125,2.729172329437347,0.007394824305902463,3.2628162376061534,0.6431974723538704,2,1
"frozenset({'attention detail', 'problemsolving', 'customer service'})",frozenset({'communication'}),0.01455026455026455,0.2862589480236539,0.011360099595393714,0.7807486631016044,2.727420988905088,0.0071949561717691195,3.2553555297457755,0.6427047899236922,3,1
"frozenset({'leadership', 'sales', 'communication'})",frozenset({'customer service'}),0.013616557734204794,0.21763149704326176,0.010582010582010581,0.777142857142857,3.5709116910976038,0.007618618737739588,3.510627897882798,0.7298981713060707,3,1
"frozenset({'conflict resolution', 'leadership'})",frozenset({'communication'}),0.013383131030189854,0.2862589480236539,0.010348583877995643,0.7732558139534884,2.7012459149035695,0.006517542868030775,3.1477810497418344,0.638343492801404,2,1
frozenset({'diversity'}),frozenset({'inclusion'}),0.0291005291005291,0.026221599751011515,0.022486772486772486,0.7727272727272727,29.469112489884004,0.02172371006015575,4.284624961095549,0.9950218266501984,1,1
"frozenset({'problem solving', 'teamwork'})",frozenset({'communication'}),0.040538437597261126,0.2862589480236539,0.03127917833800187,0.7715930902111324,2.6954374545782747,0.019674687836887354,3.1248662863838343,0.6555788489230112,2,1
"frozenset({'leadership', 'collaboration'})",frozenset({'communication'}),0.020074696545284782,0.2862589480236539,0.015483971366324307,0.7713178294573643,2.6944758750165927,0.009737409851377006,3.1211049391508006,0.6417533115793355,2,1
"frozenset({'problemsolving', 'customer service'})",frozenset({'communication'}),0.043106131341425456,0.2862589480236539,0.0332244008714597,0.7707581227436824,2.692520628839849,0.02088488506029379,3.113484588936188,0.6569179962241344,2,1
"frozenset({'collaboration', 'problemsolving'})",frozenset({'communication'}),0.01455026455026455,0.2862589480236539,0.011204481792717087,0.770053475935829,2.690059057550224,0.007039338369092493,3.10394364464132,0.6375372856077554,2,1
"frozenset({'training', 'customer service', 'teamwork'})",frozenset({'communication'}),0.014161220043572984,0.2862589480236539,0.010893246187363835,0.7692307692307693,2.687185062830619,0.00683947023495915,3.0928778918975004,0.6368823993685873,3,1
frozenset({'retail experience'}),frozenset({'customer service'}),0.024354186118892,0.21763149704326176,0.018674136321195144,0.7667731629392971,3.523263743330656,0.013373898336870454,3.354538923636425,0.7340494324374618,1,1
"frozenset({'time management', 'problem solving', 'teamwork'})",frozenset({'communication'}),0.014316837846249611,0.2862589480236539,0.010971055088702147,0.7663043478260869,2.6769620761785453,0.006872732147809498,3.0541477572941313,0.6355411636401095,3,1
"frozenset({'inventory management', 'communication'})",frozenset({'customer service'}),0.02629940865234983,0.21763149704326176,0.020152505446623094,0.7662721893491123,3.5209618081926317,0.014428925770259688,3.3473487848022456,0.7353253159550106,2,1
"frozenset({'time management', 'problemsolving'})",frozenset({'communication'}),0.029178338001867414,0.2862589480236539,0.022331154684095862,0.7653333333333334,2.67356999184561,0.013978594342602691,3.0415101646719305,0.6447819388371467,2,1
"frozenset({'attention detail', 'customer service', 'teamwork'})",frozenset({'communication'}),0.022408963585434174,0.2862589480236539,0.017117958294428883,0.763888888888889,2.6685240554498506,0.010703191952162128,3.022903278958643,0.6395936441781713,3,1
"frozenset({'leadership', 'customer service', 'training'})",frozenset({'communication'}),0.02030812324929972,0.2862589480236539,0.015483971366324307,0.7624521072796935,2.663504887947437,0.00967058936864506,3.004619589771392,0.6375013020786563,3,1
"frozenset({'problem solving', 'training'})",frozenset({'communication'}),0.014394646747587924,0.2862589480236539,0.010971055088702147,0.762162162162162,2.662492010901904,0.006850458653565516,3.000956695809635,0.6335314804145691,2,1
"frozenset({'critical thinking', 'patient care'})",frozenset({'communication'}),0.013927793339558046,0.2862589480236539,0.010582010582010581,0.7597765363128491,2.6541582073097953,0.006595055112337841,2.971154611715487,0.6320355689028551,2,1
"frozenset({'time management', 'training'})",frozenset({'communication'}),0.014239028944911298,0.2862589480236539,0.010815437286025522,0.7595628415300547,2.6534116986529663,0.006739387839376855,2.9685139207198037,0.6321275917934844,2,1
"frozenset({'attention detail', 'problemsolving', 'teamwork'})",frozenset({'communication'}),0.017740429505135387,0.2862589480236539,0.013383131030189854,0.7543859649122807,2.635327105477747,0.008304774342562007,2.9059457116179805,0.6317479441153064,3,1
"frozenset({'time management', 'customer service', 'teamwork'})",frozenset({'communication'}),0.02209772798008092,0.2862589480236539,0.016651104886399003,0.7535211267605634,2.6323059312657677,0.010325432521108176,2.895749410875461,0.63411750358424,3,1
"frozenset({'customer service', 'adaptability'})",frozenset({'communication'}),0.017818238406473702,0.2862589480236539,0.013383131030189854,0.7510917030567685,2.6238191268512066,0.008282500848318025,2.8674859807470745,0.6301035024659675,2,1
frozenset({'product knowledge'}),frozenset({'customer service'}),0.017662620603797075,0.21763149704326176,0.013227513227513227,0.7488986784140969,3.4411318609145414,0.009383570663801709,3.1157482486171846,0.722153057658707,1,1
"frozenset({'inventory management', 'teamwork'})",frozenset({'customer service'}),0.01579520697167756,0.21763149704326176,0.011826953003423592,0.7487684729064039,3.440533576615339,0.00838941846406924,3.1141334529454476,0.7207315119564268,2,1
"frozenset({'sales', 'problemsolving'})","frozenset({'customer service', 'communication'})",0.01478369125427949,0.10698723934018052,0.01104886399004046,0.7473684210526316,6.985584688995215,0.009467197675487527,3.5348421776117855,0.869705517896512,2,2
"frozenset({'critical thinking', 'teamwork'})",frozenset({'communication'}),0.018129474011826952,0.2862589480236539,0.01353874883286648,0.7467811158798284,2.608760777735133,0.008349024674018725,2.818672290008283,0.6280626823445398,2,1
"frozenset({'sales', 'problem solving'})",frozenset({'communication'}),0.01750700280112045,0.2862589480236539,0.013071895424836602,0.7466666666666667,2.608360967654254,0.0080603592199407,2.8173988893803137,0.6276049621559244,2,1
"frozenset({'retail', 'customer service'})",frozenset({'communication'}),0.014239028944911298,0.2862589480236539,0.010582010582010581,0.7431693989071038,2.596143820264772,0.006505961135361915,2.779034308758964,0.6236941260046523,2,1
"frozenset({'leadership', 'sales'})",frozenset({'communication'}),0.018440709617180206,0.2862589480236539,0.013616557734204794,0.7383966244725738,2.579470893645425,0.00833773959838111,2.7283327309418386,0.6238274163410906,2,1
"frozenset({'sales', 'communication'})",frozenset({'customer service'}),0.04559601618425148,0.21763149704326176,0.03353563647681295,0.7354948805460751,3.379542440035094,0.02361250721542551,2.9578576950493463,0.7377399583781475,2,1
"frozenset({'time management', 'attention detail', 'customer service'})",frozenset({'communication'}),0.01680672268907563,0.2862589480236539,0.012293806411453471,0.7314814814814815,2.5553139440065236,0.007482731654753405,2.658070124601565,0.6190630747592774,3,1
"frozenset({'nursing', 'teamwork'})",frozenset({'communication'}),0.01579520697167756,0.2862589480236539,0.011515717398070339,0.729064039408867,2.546868995510399,0.006994198066542036,2.6343533372945136,0.6171083922882483,2,1
"frozenset({'leadership', 'adaptability'})",frozenset({'communication'}),0.014316837846249611,0.2862589480236539,0.010426392779333956,0.7282608695652174,2.5440632497015967,0.006328069838441307,2.626567071272954,0.6157435116806242,2,1
"frozenset({'attention detail', 'problemsolving', 'customer service'})",frozenset({'teamwork'}),0.01455026455026455,0.17592592592592593,0.010582010582010581,0.7272727272727273,4.133971291866029,0.008022241818538115,3.0216049382716053,0.7692953020134229,3,1
frozenset({'microsoft word'}),frozenset({'microsoft excel'}),0.015328353563647682,0.01953003423591659,0.011126672891378774,0.7258883248730964,37.167795821788985,0.0108273096215005,3.5768996899171186,0.9882431278717333,1,1
"frozenset({'leadership', 'sales'})",frozenset({'customer service'}),0.018440709617180206,0.21763149704326176,0.013383131030189854,0.7257383966244726,3.3347121463774476,0.009369851789662851,2.852635926165338,0.7132773829604845,2,1
"frozenset({'inventory management', 'teamwork'})",frozenset({'communication'}),0.01579520697167756,0.2862589480236539,0.011437908496732025,0.7241379310344827,2.5296604212164095,0.0069163891652037224,2.5873113134142534,0.6143945126473389,2,1
"frozenset({'data analysis', 'leadership'})",frozenset({'communication'}),0.015172735760971055,0.2862589480236539,0.010971055088702147,0.7230769230769231,2.5259539590607814,0.0066277237111256986,2.577398243247916,0.6134171823177487,2,1
"frozenset({'leadership', 'inventory management'})",frozenset({'communication'}),0.017117958294428883,0.2862589480236539,0.012371615312791783,0.7227272727272727,2.5247325113049492,0.00747144657911579,2.574148056308133,0.6144363322061172,2,1
"frozenset({'leadership', 'customer service'})",frozenset({'communication'}),0.05049797696856521,0.2862589480236539,0.03649237472766884,0.7226502311248073,2.524463378748579,0.02203687696332466,2.5734330151813802,0.6359925475349746,2,1
"frozenset({'training', 'teamwork'})",frozenset({'communication'}),0.023109243697478993,0.2862589480236539,0.016651104886399003,0.7205387205387205,2.5170871531295558,0.010035877095936412,2.5539890655057196,0.6169731685257762,2,1
"frozenset({'leadership', 'attention detail'})",frozenset({'communication'}),0.01976346093993153,0.2862589480236539,0.014239028944911298,0.7204724409448818,2.5168556159346616,0.008581561406939924,2.5533834817181953,0.6148300059771826,2,1
"frozenset({'flexibility', 'teamwork'})",frozenset({'communication'}),0.019685652038593213,0.2862589480236539,0.014161220043572984,0.7193675889328064,2.5129959915641282,0.008526025999845591,2.5433307908452902,0.6141587200798249,2,1
"frozenset({'collaboration', 'problem solving'})",frozenset({'communication'}),0.014083411142234672,0.2862589480236539,0.010115157173980703,0.718232044198895,2.5090291470628423,0.006083654715819999,2.5330809883866396,0.6100307789440453,2,1
"frozenset({'leadership', 'safety'})",frozenset({'communication'}),0.017818238406473702,0.2862589480236539,0.012760659819483348,0.7161572052401746,2.501781027927894,0.007660029637611519,2.514564629270511,0.6111748202564811,2,1
"frozenset({'customer service', 'teamwork'})",frozenset({'communication'}),0.07314036725801432,0.2862589480236539,0.05228758169934641,0.7148936170212766,2.4973668839242857,0.031350497110003525,2.503420107678229,0.6468921895487543,2,1
"frozenset({'time management', 'problem solving'})",frozenset({'communication'}),0.03159041394335512,0.2862589480236539,0.022486772486772486,0.7118226600985221,2.4866389854814366,0.01344373382371588,2.4767424538666365,0.6173531941725278,2,1
"frozenset({'safety', 'teamwork'})",frozenset({'communication'}),0.016962340491752256,0.2862589480236539,0.012060379707438531,0.7110091743119266,2.4837972025705026,0.0072047579622505015,2.4697706242991018,0.6076986319557569,2,1
frozenset({'hiring'}),frozenset({'training'}),0.01882975412387177,0.08558979147214442,0.013383131030189854,0.7107438016528925,8.304072126220886,0.011771496301255917,3.161246720910586,0.8964572229496708,1,1
"frozenset({'time management', 'sales'})",frozenset({'communication'}),0.01556178026766262,0.2862589480236539,0.01104886399004046,0.71,2.480271812992661,0.006594165141244103,2.461176041297745,0.6062527552288121,2,1
"frozenset({'high school diploma', 'communication'})",frozenset({'customer service'}),0.017896047307812014,0.21763149704326176,0.012682850918145036,0.7086956521739131,3.25640204567005,0.008788107351388873,2.6857426220902956,0.7055389703244797,2,1
"frozenset({'inventory management', 'training'})",frozenset({'customer service'}),0.016884531590413945,0.21763149704326176,0.011904761904761904,0.7050691244239631,3.2397384294232294,0.00823015601786587,2.65271820533769,0.7032064164539313,2,1
"frozenset({'patient care', 'teamwork'})",frozenset({'communication'}),0.02030812324929972,0.2862589480236539,0.014316837846249611,0.7049808429118773,2.462738187850896,0.008503455848570363,2.4193040852704715,0.6062599061441402,2,1
"frozenset({'attention detail', 'problemsolving', 'communication'})",frozenset({'teamwork'}),0.018985371926548398,0.17592592592592593,0.013383131030189854,0.7049180327868853,4.006902502157032,0.010043111894963746,2.7926954732510287,0.7649535916656828,3,1
"frozenset({'teamwork', 'adaptability'})",frozenset({'communication'}),0.024509803921568627,0.2862589480236539,0.01727357609710551,0.7047619047619048,2.4619733623267193,0.010257425410251247,2.4175100147585917,0.6087419077368826,2,1
frozenset({'verbal communication'}),frozenset({'written communication'}),0.03478057889822596,0.041705571117335825,0.024509803921568627,0.7046979865771812,16.896974857257337,0.023059260014826555,3.2451334068981126,0.9747191032801673,1,1
frozenset({'bending'}),frozenset({'lifting'}),0.014472455648926238,0.030656707127295364,0.010192966075319016,0.7043010752688171,22.973800556738166,0.009749288241077113,3.2781427722604186,0.9705179340495622,1,1
"frozenset({'time management', 'attention detail', 'teamwork'})",frozenset({'communication'}),0.019685652038593213,0.2862589480236539,0.013849984438219732,0.7035573122529645,2.4577653104308506,0.008214790394492341,2.4076864820002077,0.6050368720185569,3,1
"frozenset({'leadership', 'training'})",frozenset({'communication'}),0.03478057889822596,0.2862589480236539,0.024431995020230315,0.7024608501118569,2.4539349947370437,0.014475743093170457,2.3988139115295244,0.613840987684748,2,1
"frozenset({'attention detail', 'problem solving'})",frozenset({'communication'}),0.026143790849673203,0.2862589480236539,0.01836290071584189,0.7023809523809523,2.453655884751291,0.01087900664986401,2.3981699346405225,0.608349448299397,2,1
"frozenset({'problemsolving', 'adaptability'})",frozenset({'teamwork'}),0.014628073451602863,0.17592592592592593,0.01027077497665733,0.7021276595744681,3.9910414333706608,0.007697317610171641,2.7665343915343916,0.7605644250464213,2,1
frozenset({'acls'}),frozenset({'bls'}),0.018207282913165267,0.021708683473389355,0.012760659819483348,0.7008547008547008,32.28453267162944,0.012365403677810994,3.270288115246098,0.9869959291604329,1,1
"frozenset({'flexibility', 'customer service'})",frozenset({'communication'}),0.01727357609710551,0.2862589480236539,0.012060379707438531,0.6981981981981982,2.439044099821485,0.007115663985274574,2.3649330378917734,0.6003739177074554,2,1
"frozenset({'leadership', 'scheduling'})",frozenset({'communication'}),0.016184251478369126,0.2862589480236539,0.0112822906940554,0.6971153846153846,2.435261463190248,0.0066494038913071886,2.356478393826666,0.5990618420622019,2,1
frozenset({'problemsolving skills'}),frozenset({'communication skills'}),0.0338468720821662,0.1574852163087457,0.02357609710550887,0.6965517241379311,4.422965789832357,0.01824571513427448,2.776469173527998,0.8010193626272509,1,1
"frozenset({'teamwork', 'training', 'communication'})",frozenset({'leadership'}),0.016651104886399003,0.14176781823840648,0.011593526299408652,0.6962616822429907,4.911281635667901,0.009232935488404996,2.8255644137997082,0.8098724311785804,3,1
"frozenset({'decision making', 'communication'})",frozenset({'problem solving'}),0.01680672268907563,0.1110333022097728,0.011671335200746966,0.6944444444444445,6.25437981779958,0.009805229281254987,2.909345556404381,0.8544729344729346,2,1
"frozenset({'time management', 'teamwork'})",frozenset({'communication'}),0.046062869592281355,0.2862589480236539,0.03182384064737006,0.6908783783783784,2.413473476194324,0.018637932054932842,2.308932802021841,0.6139392223104138,2,1
"frozenset({'problem solving', 'customer service'})",frozenset({'communication'}),0.04061624649859944,0.2862589480236539,0.028011204481792718,0.6896551724137931,2.4092004011584858,0.016384440486434226,2.299832278590449,0.6096877534468775,2,1
"frozenset({'attention detail', 'customer service', 'communication'})",frozenset({'teamwork'}),0.02482103952692188,0.17592592592592593,0.017117958294428883,0.6896551724137931,3.9201451905626135,0.012751293933211144,2.6553497942386834,0.7638673900901619,3,1
frozenset({'problemsolving'}),frozenset({'communication'}),0.09912854030501089,0.2862589480236539,0.06800497976968566,0.6860282574568289,2.396530351953021,0.03962854810285286,2.2732652505446627,0.6468515408177664,1,1
"frozenset({'attention detail', 'problemsolving'})",frozenset({'communication'}),0.027699968876439465,0.2862589480236539,0.018985371926548398,0.6853932584269663,2.394312084072675,0.011056007975690882,2.268676915210529,0.5989339539472304,2,1
"frozenset({'nursing', 'teamwork'})",frozenset({'patient care'}),0.01579520697167756,0.07679738562091504,0.010815437286025522,0.6847290640394088,8.916046536002515,0.009602406685259435,2.92828329248366,0.9020913872112051,2,1
"frozenset({'time management', 'customer service'})",frozenset({'communication'}),0.04411764705882353,0.2862589480236539,0.030189853719265483,0.6843033509700176,2.3905046661230402,0.01756078248292781,2.260844561288202,0.6085249801744645,2,1
frozenset({'retail'}),frozenset({'communication'}),0.017896047307812014,0.2862589480236539,0.012215997510115158,0.682608695652174,2.3845846579292576,0.007093093833999347,2.248773177459721,0.5912202634768734,1,1
"frozenset({'flexibility', 'communication'})",frozenset({'teamwork'}),0.020774976657329598,0.17592592592592593,0.014161220043572984,0.6816479400749064,3.8746303962152573,0.010506363039042777,2.588562091503268,0.7576510497845421,2,1
"frozenset({'time management', 'adaptability'})",frozenset({'communication'}),0.015328353563647682,0.2862589480236539,0.010426392779333956,0.6802030456852792,2.3761809032745878,0.0060385144132695445,2.231856940306987,0.588172334691615,2,1
"frozenset({'sales', 'problem solving'})",frozenset({'customer service'}),0.01750700280112045,0.21763149704326176,0.011904761904761904,0.6799999999999999,3.1245477297104034,0.008094686676413484,2.4449015717398064,0.6920697478326089,2,1
